time,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,data101,data102,data103,data104,data105,data106,data107,data108,data109,data110,data111,data112,data113,data114,data115,data116,data117,data118,data119,data120,data121,data122,data123,data124,data125,data126,data127,data128,data129,data130,data131,data132,data133,data134,data135,data136,data137,data138,data139,data140,data141,data142,data143,data144,data145,data146,data147,data148,data149,data150,data151,data152,data153,data154,data155,data156,data157,data158,data159,data160,data161,data162,data163,data164,data165,data166,data167,data168,data169,data170,data171,data172,data173,data174,data175,data176,data177,data178,data179,data180,data181,data182,data183,data184,data185,data186,data187,data188,data189,data190,data191,data192,data193,data194,data195,data196,data197,data198,data199,data200,data201,data202,data203,data204,data205,data206,data207,data208,data209,data210,data211,data212,data213,data214,data215,data216,data217,data218,data219,data220,data221,data222,data223,data224,data225,data226,data227,data228,data229,data230,data231,data232,data233,data234,data235,data236,data237,data238,data239,data240,data241,data242,data243,data244,data245,data246,data247,data248,data249,data250,data251,data252,data253,data254,data255,data256,data257,data258,data259,data260,data261,data262,data263,data264,data265,data266,data267,data268,data269,data270,data271,data272,data273,data274,data275,data276,data277,data278,data279,data280,data281,data282,data283,data284,data285,data286,data287,data288,data289,data290,data291,data292,data293,data294,data295,data296,data297,data298,data299,data300,data301,data302,data303,data304,data305,data306,data307,data308,data309,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,class
1113,83,-80,4,0,0,0,0,0,0,0,1,-1,6,-2,6,-2,5,-3,6,-3,5,-3,5,-3,5,-3,5,-3,4,-3,4,-4,4,-4,3,-4,3,-4,2,-5,2,-5,2,-6,1,-6,1,-7,0,-7,0,-8,0,-8,0,-9,0,-9,0,-10,-1,-11,0,-10,0,-6,0,-12,-1,-12,-1,-13,0,-13,0,-13,1,-13,1,-13,1,-13,2,-13,2,-13,2,-13,3,-12,3,-12,3,-12,3,-11,3,-11,3,-10,3,-10,3,-10,3,-9,3,-8,3,-8,2,-8,2,-7,2,-7,1,-7,0,-2,0,0,0,0,0,0,0,0,0,-1,2,-2,12,-7,12,-7,12,-7,11,-7,11,-5,11,-6,10,-7,10,-7,9,-7,9,-7,8,-7,8,-7,8,-7,7,-8,6,-8,5,-9,4,-9,3,-10,2,-11,1,-12,1,-13,0,-13,0,-13,0,-14,-1,-15,-1,-16,-2,-17,-3,-18,-3,-19,-3,-20,-5,-21,-3,-21,-3,-22,-3,-23,-3,-23,-2,-24,-1,-24,0,-24,0,-24,1,-24,2,-25,3,-24,3,-24,3,-23,3,-23,3,-22,4,-21,4,-20,4,-19,5,-18,4,-17,4,-16,4,-15,4,-14,3,-13,2,-13,0,-13,-1,-4,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-11,7,-42,32,-43,31,-45,30,-48,28,-48,26,-47,22,-47,19,-47,17,-48,15,-48,12,-47,11,-46,10,-46,9,-44,8,-41,6,-40,7,-38,8,-35,7,-33,7,-32,7,-32,7,-31,7,-31,8,-31,9,-30,9,-29,10,-25,17,-26,10,-25,11,-23,12,-23,12,-23,12,-23,12,-21,12,-21,12,-20,13,-19,14,-18,14,-17,14,-16,14,-16,14,-16,14,-15,13,-14,12,-13,11,-11,10,-10,10,-9,10,-7,10,-6,10,-5,10,-4,10,-3,11,1,12,2,12,3,12,4,12,0,1,
1114,83,-80,4,0,0,0,0,0,0,0,1,-1,4,-1,4,-1,4,-1,3,-2,3,-2,3,-2,3,-2,3,-3,3,-3,2,-3,2,-4,2,-4,1,-5,1,-5,0,-6,0,-7,1,-7,1,-8,1,-9,1,-9,1,-10,1,-10,1,-11,1,-11,1,-12,2,-13,1,-7,4,-13,3,-13,3,-13,4,-13,4,-13,5,-13,5,-12,5,-12,6,-12,6,-11,6,-11,5,-10,6,-10,6,-9,6,-9,5,-8,5,-8,5,-8,4,-8,4,-7,3,-7,3,-7,2,-6,2,-6,3,-7,2,-8,0,-2,0,0,0,0,0,0,0,0,-1,-1,1,-1,9,0,9,0,9,1,9,1,8,-1,7,-1,7,-2,7,-2,7,-3,7,-3,7,-4,6,-5,5,-6,5,-6,5,-7,4,-8,4,-9,3,-10,2,-12,2,-13,2,-14,2,-15,2,-16,2,-16,3,-17,3,-18,3,-19,4,-20,5,-21,5,-22,7,-23,7,-24,8,-24,8,-23,9,-23,9,-22,10,-22,11,-22,12,-21,12,-21,12,-20,12,-19,12,-18,12,-18,12,-18,11,-16,10,-15,9,-14,9,-13,8,-13,7,-13,7,-12,7,-12,6,-11,5,-11,4,-12,2,-12,0,-4,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-13,-3,-51,-11,-50,-12,-50,-15,-51,-18,-48,-20,-46,-22,-44,-24,-43,-26,-42,-26,-38,-26,-35,-26,-35,-27,-33,-27,-32,-25,-31,-24,-30,-23,-29,-21,-27,-20,-26,-18,-26,-17,-26,-17,-25,-16,-24,-15,-24,-15,-24,-15,-24,-14,-23,-15,-22,-12,-22,-11,-21,-10,-21,-8,-21,-8,-21,-8,-21,-7,-21,-6,-20,-6,-20,-6,-19,-5,-18,-5,-18,-5,-18,-5,-16,-5,-15,-4,-13,-4,-11,-3,-10,-3,-10,-3,-9,-2,-8,-1,-6,0,-5,1,-5,2,-4,3,-4,4,-3,6,-2,7,-1,8,-1,1,
1115,83,-80,4,0,0,0,0,0,0,0,-1,4,-3,16,-2,16,0,15,0,13,1,12,1,11,1,10,1,9,1,8,1,6,1,5,1,3,0,1,-1,-2,-2,-6,-1,-8,-1,-9,-1,-11,-1,-13,-1,-16,-1,-18,-1,-20,0,-23,0,-26,0,-29,0,-29,0,-16,2,-34,1,-35,0,-36,2,-36,3,-36,3,-37,4,-38,5,-38,5,-38,5,-37,7,-35,8,-33,8,-32,7,-30,6,-29,6,-27,6,-26,5,-24,4,-21,3,-19,2,-17,1,-15,-1,-14,-3,-13,-4,-11,-6,-9,-2,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,83,-80,4,0,0,0,0,0,0,0,4,3,16,12,15,10,15,9,15,7,14,6,12,6,12,5,11,4,11,2,9,2,8,2,6,2,3,2,1,2,-1,2,-3,2,-4,2,-7,1,-10,1,-12,1,-14,1,-16,1,-18,1,-20,1,-24,1,-26,1,-14,0,-29,2,-30,1,-31,1,-33,0,-33,0,-33,0,-35,0,-36,-1,-36,-1,-36,-1,-35,-1,-33,-2,-33,-2,-32,-2,-30,-2,-28,-2,-27,-3,-24,-3,-22,-3,-20,-3,-18,-2,-16,-1,-13,0,-11,1,-9,2,-7,5,-2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,83,-80,4,0,0,0,0,0,0,0,5,3,21,14,21,13,22,12,22,10,20,9,18,8,17,6,16,5,15,4,15,3,14,4,12,3,10,3,7,3,5,3,2,3,-1,2,-3,2,-5,2,-7,3,-10,5,-12,5,-15,5,-17,5,-20,7,-22,8,-12,3,-24,8,-26,10,-29,11,-30,11,-30,11,-31,12,-33,14,-35,13,-35,13,-35,13,-34,11,-33,10,-33,9,-32,9,-30,10,-29,9,-28,8,-25,6,-23,5,-21,4,-18,3,-15,2,-13,3,-12,5,-9,4,-5,2,-1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,83,-80,4,0,0,0,0,0,0,0,1,6,6,25,6,24,7,23,7,21,8,19,8,17,8,15,7,14,8,12,8,11,7,10,6,8,5,7,3,5,2,3,0,1,-2,-1,-3,-3,-4,-5,-5,-7,-7,-9,-9,-9,-10,-10,-12,-12,-14,-14,-15,-15,-9,-8,-19,-17,-20,-18,-22,-20,-22,-21,-22,-21,-23,-22,-25,-23,-26,-25,-26,-25,-25,-25,-24,-24,-23,-25,-23,-25,-22,-25,-21,-24,-19,-23,-18,-23,-16,-22,-13,-21,-10,-19,-9,-17,-8,-14,-7,-11,-5,-9,-5,-7,-6,-3,-2,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,83,-80,4,0,0,0,0,0,0,0,-4,-4,-14,-14,-13,-12,-13,-11,-13,-10,-13,-8,-12,-6,-11,-6,-9,-5,-9,-3,-9,-2,-9,-2,-9,-1,-6,1,-4,1,-2,2,0,3,1,4,2,5,3,6,5,7,7,7,9,8,10,9,12,9,15,10,16,11,9,6,20,12,21,12,22,12,22,13,23,14,24,15,25,17,24,17,25,17,25,17,24,18,23,18,22,19,21,18,20,17,20,17,19,17,16,17,13,17,12,16,10,12,10,10,11,10,13,6,9,3,-4,5,-3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,83,-80,4,0,0,0,0,0,0,0,-5,-3,-20,-11,-20,-10,-20,-8,-19,-7,-18,-6,-16,-5,-16,-4,-14,-3,-14,-2,-13,-1,-12,-1,-10,0,-7,1,-5,1,-4,2,-2,4,0,5,2,6,4,7,6,8,7,9,9,11,10,12,12,13,15,15,16,15,8,8,19,18,21,18,22,20,22,22,22,22,22,23,23,24,22,25,23,25,24,26,23,26,21,26,19,26,19,25,18,23,17,23,15,23,13,22,10,20,9,19,8,17,7,16,6,13,4,10,4,8,6,7,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,83,-80,4,0,0,0,0,0,0,0,4,-5,18,-19,16,-19,15,-19,13,-20,11,-18,11,-16,9,-16,7,-16,7,-15,6,-14,5,-13,4,-11,3,-9,2,-7,0,-5,-1,-3,-2,-1,-3,2,-4,4,-5,6,-6,8,-7,10,-8,12,-8,14,-9,17,-9,18,-5,10,-10,23,-10,25,-10,26,-11,27,-11,27,-11,28,-12,30,-13,30,-14,30,-14,30,-15,30,-15,29,-15,27,-14,26,-14,25,-14,25,-15,24,-15,21,-13,18,-12,15,-12,12,-12,11,-11,9,-9,7,-7,4,-9,3,-3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,83,-80,4,0,0,0,0,0,0,0,2,7,9,29,10,27,11,26,12,23,13,20,12,18,12,16,13,15,12,14,12,13,11,12,9,11,7,10,5,8,2,7,1,6,0,6,-2,6,-4,5,-7,5,-10,6,-12,6,-15,6,-18,6,-20,8,-21,9,-12,4,-25,9,-26,11,-27,13,-28,13,-27,12,-28,13,-30,14,-30,14,-31,14,-31,15,-31,15,-30,13,-28,11,-27,11,-26,11,-25,10,-24,8,-21,6,-20,3,-19,1,-16,0,-14,-3,-11,-6,-7,-8,-5,-7,-5,-5,-2,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,83,-80,4,0,0,0,0,0,0,0,2,-3,11,-11,10,-11,9,-12,8,-11,6,-10,5,-8,4,-8,3,-7,3,-5,3,-4,4,-3,4,-3,4,-1,5,1,7,3,9,4,10,5,10,5,12,6,14,7,16,9,17,9,18,10,21,10,24,11,26,11,13,5,28,10,30,10,32,10,31,11,31,11,33,10,34,10,33,10,33,10,32,10,31,9,30,9,29,9,27,8,24,8,22,8,20,8,18,9,15,8,12,7,9,5,5,5,1,5,-2,5,-3,5,-3,2,-1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,83,-80,4,0,0,0,0,0,0,0,-2,3,-8,14,-8,14,-7,13,-5,12,-3,10,-3,9,-3,8,-3,8,-3,6,-2,4,-2,3,-4,1,-5,-1,-5,-3,-5,-4,-7,-6,-8,-8,-10,-10,-10,-11,-11,-13,-14,-15,-15,-16,-16,-16,-18,-17,-20,-19,-23,-21,-13,-11,-27,-22,-27,-22,-27,-22,-28,-22,-29,-23,-30,-23,-30,-23,-30,-24,-30,-23,-30,-21,-30,-19,-28,-19,-27,-20,-26,-19,-24,-17,-22,-16,-20,-16,-16,-15,-14,-13,-11,-12,-8,-11,-5,-10,-2,-9,-1,-6,1,-5,4,-6,1,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,83,-80,4,0,0,0,0,0,0,0,-3,-3,-10,-11,-10,-10,-10,-9,-10,-8,-9,-6,-8,-4,-8,-3,-7,-2,-6,-2,-4,-2,-3,-2,-1,-2,1,-2,2,-2,4,-1,7,-1,10,-1,12,-1,13,-1,15,-2,17,-3,18,-2,20,-1,23,-2,25,-3,27,-4,14,-2,30,-5,31,-6,31,-7,31,-7,31,-6,32,-6,32,-7,32,-7,31,-6,30,-7,30,-8,29,-6,28,-6,26,-6,25,-6,23,-6,22,-5,20,-4,18,-2,16,-1,14,0,11,1,9,1,7,2,4,3,0,4,-1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,83,-80,4,0,0,0,0,0,0,0,2,-3,7,-12,6,-12,4,-12,2,-11,1,-10,-1,-9,-2,-8,-3,-7,-2,-6,-1,-4,-2,-3,-3,-1,-3,1,-4,3,-4,5,-3,7,-3,9,-4,11,-4,13,-4,15,-4,17,-4,19,-4,20,-3,22,-3,24,-4,25,-2,14,-3,32,-3,32,-2,33,-2,33,-2,32,-2,33,-3,33,-3,33,-2,33,-2,33,-2,32,-4,31,-4,30,-3,29,-3,26,-4,24,-4,23,-5,21,-5,18,-5,16,-6,13,-5,11,-5,8,-6,5,-5,1,-4,-3,-1,-2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,83,-80,4,0,0,0,0,0,0,0,0,3,1,11,1,10,2,8,3,6,3,5,2,4,1,3,1,2,0,1,-1,1,-2,-1,-4,-3,-6,-4,-7,-4,-9,-6,-11,-7,-11,-8,-13,-9,-15,-10,-17,-12,-19,-13,-20,-13,-22,-14,-23,-14,-25,-15,-26,-16,-14,-9,-29,-17,-31,-17,-32,-17,-32,-17,-31,-17,-32,-17,-32,-17,-32,-18,-32,-18,-32,-17,-29,-16,-27,-16,-26,-16,-25,-15,-24,-13,-23,-13,-21,-13,-18,-12,-15,-11,-14,-10,-11,-9,-9,-8,-7,-6,-5,-4,-2,-3,2,-2,1,-1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,83,-80,4,0,0,0,0,0,0,0,-1,-2,-3,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-5,-6,-5,-7,-5,-7,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-6,-5,-7,-5,-7,-5,-4,-3,-7,-5,-7,-5,-8,-5,-8,-5,-8,-5,-8,-5,-8,-6,-8,-6,-8,-6,-8,-6,-7,-6,-7,-6,-7,-7,-7,-7,-7,-7,-6,-7,-6,-7,-6,-7,-5,-7,-5,-7,-5,-7,-5,-7,-5,-6,-5,-6,-5,-6,-5,-7,-2,-2,0,0,0,0,0,0,0,0,0,-1,0,-3,0,-14,0,-14,-1,-14,-2,-14,-4,-13,-5,-13,-5,-13,-5,-13,-5,-13,-6,-13,-6,-13,-6,-13,-6,-13,-6,-13,-6,-13,-6,-13,-6,-12,-7,-12,-7,-12,-8,-12,-8,-12,-8,-11,-9,-11,-8,-11,-9,-11,-9,-11,-9,-11,-9,-10,-10,-11,-10,-11,-9,-12,-11,-10,-12,-10,-12,-11,-12,-11,-12,-11,-12,-12,-12,-12,-12,-13,-12,-13,-12,-13,-11,-13,-10,-13,-11,-14,-11,-14,-11,-14,-10,-14,-10,-14,-9,-14,-8,-14,-8,-13,-8,-13,-7,-13,-7,-12,-7,-13,-8,-13,-8,-14,-3,-5,-1,-2,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-6,36,-21,37,-20,40,-19,42,-16,42,-13,42,-11,43,-8,43,-6,43,-4,42,-1,42,1,42,3,41,4,40,5,39,6,38,6,37,7,36,7,34,8,33,8,33,8,32,8,31,9,31,10,31,10,30,10,28,15,29,9,29,8,28,8,28,8,27,8,27,9,27,9,26,9,26,8,25,8,24,8,23,9,24,9,24,9,23,8,22,8,21,8,20,7,19,6,18,6,17,6,16,6,16,5,15,4,15,4,14,3,14,5,15,4,15,3,14,3,1,0,
1129,83,-80,4,0,0,0,0,0,0,0,1,-2,7,-5,7,-5,7,-6,7,-6,7,-6,6,-5,6,-5,6,-5,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,6,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,5,-6,2,-3,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,5,-7,6,-7,6,-7,6,-7,6,-7,6,-7,6,-7,6,-7,6,-6,6,-5,6,-5,6,-5,6,-5,6,-5,7,-5,6,-4,6,-4,1,-1,0,0,0,0,0,0,0,0,0,-1,2,-3,11,-13,11,-13,11,-14,10,-14,12,-12,11,-12,11,-12,11,-12,10,-12,10,-12,10,-12,10,-13,10,-12,10,-12,10,-12,10,-13,10,-13,9,-13,9,-13,9,-13,8,-13,8,-13,8,-13,8,-12,8,-12,8,-12,7,-12,7,-12,7,-13,6,-13,4,-15,6,-14,6,-14,6,-14,6,-14,6,-14,6,-14,7,-14,7,-14,7,-14,7,-14,7,-14,7,-14,8,-14,8,-15,8,-14,8,-14,8,-14,8,-13,9,-12,9,-12,10,-11,10,-11,10,-11,10,-11,11,-10,11,-10,3,-4,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,-2,-1,-1,-1,2,0,12,2,41,11,41,14,41,17,41,21,39,23,37,25,36,27,34,29,32,31,30,33,29,34,27,35,25,35,23,35,21,35,20,35,19,35,17,34,16,34,14,33,13,32,12,32,11,32,11,32,11,31,10,31,14,29,9,29,9,28,9,27,9,27,9,27,8,26,8,27,8,26,8,25,8,25,8,24,8,24,8,23,8,23,8,23,7,22,7,21,6,20,6,19,6,18,6,18,6,17,7,16,7,16,7,15,8,15,11,13,11,13,12,13,12,13,2,2,
1130,83,-80,4,0,0,0,0,0,0,0,-2,1,-6,7,-6,7,-6,7,-6,7,-6,7,-6,7,-5,7,-5,7,-5,7,-5,7,-5,7,-5,7,-5,7,-5,7,-4,7,-4,7,-3,7,-3,7,-3,7,-3,6,-3,6,-2,6,-2,6,-2,6,-1,7,-1,7,-1,3,-1,8,-1,8,0,8,0,8,0,8,0,9,0,9,0,9,0,9,0,9,0,9,-1,9,-1,10,-2,10,-2,10,-2,10,-2,10,-2,9,-2,9,-3,9,-3,8,-3,8,-3,7,-3,8,-3,8,-3,7,-1,1,0,0,0,0,0,0,0,0,-2,0,-4,0,-18,5,-18,5,-17,6,-17,7,-13,10,-13,10,-13,11,-13,11,-13,11,-12,11,-12,11,-12,11,-12,11,-12,11,-12,11,-11,11,-11,10,-11,10,-10,11,-10,11,-9,11,-9,11,-8,11,-8,11,-7,11,-7,11,-6,11,-6,11,-5,12,-5,12,-8,12,-4,13,-4,13,-4,14,-3,14,-3,15,-3,15,-4,16,-4,16,-4,16,-4,16,-5,16,-6,16,-6,17,-7,18,-7,17,-7,17,-7,16,-8,16,-8,15,-8,14,-9,14,-9,13,-9,12,-9,12,-10,11,-10,10,-4,2,-1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,1,0,0,-2,-3,-11,-10,-35,-29,-34,-31,-33,-33,-32,-35,-30,-36,-28,-37,-26,-39,-24,-40,-22,-40,-19,-40,-18,-41,-17,-42,-15,-42,-14,-42,-14,-42,-13,-41,-12,-40,-10,-39,-9,-39,-8,-37,-8,-37,-8,-37,-7,-37,-7,-36,-7,-36,-7,-35,2,-38,-7,-34,-7,-34,-7,-33,-7,-33,-7,-33,-7,-33,-6,-33,-6,-33,-7,-32,-6,-31,-6,-31,-6,-31,-6,-31,-5,-31,-5,-31,-4,-30,-4,-28,-4,-27,-3,-25,-3,-24,-3,-23,-3,-22,-3,-21,-4,-20,-4,-19,-5,-18,-1,-19,-2,-19,-3,-18,-3,-18,-1,-4,
